eic;segment_id;start_time;end_time;num_records;duration_hours;duration_days;num_training_examples
24ZVS0000000055N;0;2024-06-24 22:10:00+00:00;2024-07-24 23:50:00+00:00;4331;721.6666666666666;30.069444444444443;23
24ZVS0000000055N;3;2024-10-22 00:00:00+00:00;2025-04-20 22:00:00+00:00;26051;4342.0;180.91666666666666;173
24ZVS0000000240S;0;2024-10-25 22:10:00+00:00;2024-11-25 23:50:00+00:00;4475;745.6666666666666;31.069444444444443;24
24ZVS0000000240S;2;2024-12-12 00:00:00+00:00;2025-02-07 20:50:00+00:00;8334;1388.8333333333333;57.86805555555555;50
24ZVS0000000240S;3;2025-02-07 21:20:00+00:00;2025-02-22 21:30:00+00:00;2162;360.1666666666667;15.006944444444445;8
24ZVS0000000240S;4;2025-02-22 22:00:00+00:00;2025-06-07 20:10:00+00:00;15107;2518.1666666666665;104.9236111111111;97
24ZVS0000000351J;0;2022-04-22 22:10:00+00:00;2022-05-22 23:50:00+00:00;4331;721.6666666666666;30.069444444444443;23
24ZVS0000000351J;2;2023-02-03 00:00:00+00:00;2023-08-01 22:00:00+00:00;25908;4318.0;179.91666666666666;172
24ZVS0000000405M;0;2024-07-16 22:10:00+00:00;2024-08-16 23:50:00+00:00;4475;745.6666666666666;31.069444444444443;24
24ZVS0000000405M;3;2024-09-18 00:00:00+00:00;2024-10-21 09:00:00+00:00;4807;801.0;33.375;26
24ZVS00000004816;0;2025-09-26 22:10:00+00:00;2025-10-26 23:50:00+00:00;4331;721.6666666666666;30.069444444444443;23
24ZVS00000004816;3;2025-11-12 00:00:00+00:00;2026-05-10 22:00:00+00:00;25909;4318.0;179.91666666666666;172
24ZVS00000005650;0;2023-01-03 23:10:00+00:00;2023-02-03 23:50:00+00:00;4469;744.6666666666666;31.027777777777775;24
24ZVS00000005650;2;2023-02-15 00:00:00+00:00;2023-05-11 22:00:00+00:00;12373;2062.0;85.91666666666667;78
24ZVS00000005650;3;2023-05-19 10:00:00+00:00;2023-06-21 14:20:00+00:00;4779;796.3333333333334;33.18055555555556;26
24ZVS00000005650;4;2023-06-21 15:40:00+00:00;2023-07-19 15:00:00+00:00;4028;671.3333333333334;27.972222222222225;20
24ZVS00000005650;5;2023-07-19 17:40:00+00:00;2023-08-05 00:30:00+00:00;2346;390.8333333333333;16.28472222222222;9
24ZVS00000005650;7;2023-08-05 06:20:00+00:00;2023-08-13 22:00:00+00:00;1247;207.66666666666666;8.652777777777777;1
24ZVS0000000612H;0;2023-11-26 23:10:00+00:00;2023-12-07 10:20:00+00:00;1508;251.16666666666666;10.465277777777777;3
24ZVS0000000612H;17;2024-01-19 13:40:00+00:00;2024-01-31 07:10:00+00:00;1690;281.5;11.729166666666666;4
24ZVS0000000612H;20;2024-01-31 14:30:00+00:00;2024-02-12 08:00:00+00:00;1690;281.5;11.729166666666666;4
24ZVS0000000612H;27;2024-02-13 15:00:00+00:00;2024-02-26 09:00:00+00:00;1837;306.0;12.75;5
24ZVS0000000612H;40;2024-03-13 15:20:00+00:00;2024-03-25 12:30:00+00:00;1712;285.1666666666667;11.881944444444445;4
24ZVS0000000612H;43;2024-03-26 15:30:00+00:00;2024-04-04 07:10:00+00:00;1246;207.66666666666666;8.652777777777777;1
24ZVS0000000612H;51;2024-04-05 13:30:00+00:00;2024-04-25 06:20:00+00:00;2837;472.8333333333333;19.70138888888889;12
24ZVS0000000612H;54;2024-04-30 09:10:00+00:00;2024-06-28 11:50:00+00:00;8511;1418.6666666666667;59.111111111111114;52
24ZVS0000000612H;55;2024-06-28 13:10:00+00:00;2024-07-14 22:00:00+00:00;2358;392.8333333333333;16.368055555555554;9
24ZVS0000000612H;56;2025-06-13 22:10:00+00:00;2025-07-13 23:50:00+00:00;4331;721.6666666666666;30.069444444444443;23
24ZVS0000000612H;58;2025-07-25 00:00:00+00:00;2025-08-11 09:30:00+00:00;2506;417.5;17.395833333333332;10
24ZVS0000000612H;59;2025-08-11 10:00:00+00:00;2025-09-10 09:20:00+00:00;4317;719.3333333333334;29.972222222222225;22
24ZVS0000000612H;63;2025-09-19 13:00:00+00:00;2025-09-30 06:20:00+00:00;1545;257.3333333333333;10.722222222222221;3
24ZVS0000000612H;67;2025-09-30 15:30:00+00:00;2025-10-31 10:10:00+00:00;4432;738.6666666666666;30.777777777777775;23
24ZVS0000000612H;68;2025-10-31 11:10:00+00:00;2025-11-09 07:30:00+00:00;1275;212.33333333333334;8.847222222222223;1
24ZVS0000000612H;72;2025-11-10 10:50:00+00:00;2026-01-23 23:00:00+00:00;10730;1788.1666666666667;74.50694444444444;67
24ZVS0000000686P;3;2023-02-16 00:00:00+00:00;2023-04-03 11:20:00+00:00;6693;1115.3333333333333;46.47222222222222;39
